Importance,total_gain,total_cover,gain,cover,Feature,group,param_id,sequence_ids,Feature_group
6.0,27.014558792114254,94.69329833984376,4.502426624298096,15.78221607208252,FirstVisitAge,0-2,SyguB7Fb_115_1,0,Clinical
15.0,76.18949127197266,395.6994018554688,5.079299449920654,26.379961013793945,Gender,0-2,SyguB7Fb_115_1,0,Clinical
30.0,835.0396728515625,2636.807373046875,27.83465576171875,87.8935775756836,Hematocrit_Avg,0-2,SyguB7Fb_115_1,0,CommonBloodTest
17.0,367.3295593261719,728.595458984375,21.60762023925781,42.85855484008789,LymphocytesPercentage_Avg,0-2,SyguB7Fb_115_1,0,CommonBloodTest
31.0,460.5474243164063,1899.9432373046875,14.856368064880373,61.28849029541016,FirstVisitAge_div_NeutrophilsPercentage_Max,0-2,SyguB7Fb_115_1,0,DerivativeVariables
37.0,603.923095703125,1905.095703125,16.322246551513672,51.48907470703125,EosinophilsPercentage_Avg_div_WhiteBloodCellCount_Max,0-2,SyguB7Fb_115_1,0,DerivativeVariables
30.0,475.5159606933594,1315.63134765625,15.850531578063965,43.85437774658203,EosinophilsPercentage_Avg_div_CReactiveProtein_Min,0-2,SyguB7Fb_115_1,0,DerivativeVariables
13.0,203.9602508544922,896.5374145507812,15.689249992370604,68.96441650390625,MeanCorpuscularHemoglobinConcentration_Avg,0-2,SyguB7Fb_115_1,0,CommonBloodTest
10.0,148.45359802246094,656.8016357421875,14.845359802246094,65.68016052246094,MonocytesPercentage_Avg,0-2,SyguB7Fb_115_1,0,CommonBloodTest
38.0,563.331298828125,1774.745849609375,14.824507713317873,46.70383834838867,MeanPlateletVolume_Avg,0-2,SyguB7Fb_115_1,0,CommonBloodTest
19.0,309.20489501953125,1446.694580078125,16.273941040039062,76.1418228149414,FirstVisitAge_div_MeanCorpuscularHemoglobin_Max,0-2,SyguB7Fb_115_1,0,DerivativeVariables
1.0,48.57184600830078,62.368934631347656,48.57184600830078,62.368934631347656,TotalThyroxine_Avg,0-2,SyguB7Fb_115_1,0,ThyroidFunction
25.0,1017.9776000976562,3265.067138671875,40.7191047668457,130.60269165039062,MeanCorpuscularHemoglobin_Avg,0-2,SyguB7Fb_115_1,0,CommonBloodTest
60.0,1817.0919189453125,3949.07958984375,30.28486442565918,65.8179931640625,EosinophilsPercentage_Avg_div_LymphocytesPercentage_Max,0-2,SyguB7Fb_115_1,0,DerivativeVariables
31.0,853.9033813476562,1875.2188720703125,27.545270919799805,60.49093246459961,BasophilsPercentage_Avg_div_LymphocytesPercentage_Max,0-2,SyguB7Fb_115_1,0,DerivativeVariables
2.0,26.88134384155273,156.786865234375,13.440671920776367,78.3934326171875,ImmunoglobulinE_Avg,0-2,SyguB7Fb_115_1,0,Immunity
24.0,534.1680908203125,2616.156494140625,22.257003784179688,109.00652313232422,WhiteBloodCellCount_Max_div_EosinophilsPercentage_Max,0-2,SyguB7Fb_115_1,0,DerivativeVariables
16.0,252.5959014892578,607.65185546875,15.787243843078612,37.97824096679688,EosinophilsPercentage_Avg_div_FirstVisitAge,0-2,SyguB7Fb_115_1,0,DerivativeVariables
9.0,88.99752044677734,381.9646606445313,9.8886137008667,42.44051742553711,RedCellDistributionWidthCV_Avg,0-2,SyguB7Fb_115_1,0,CommonBloodTest
11.0,522.2306518554688,1651.76513671875,47.47551345825195,150.16046142578125,EggWhite_Avg,0-2,SyguB7Fb_115_1,0,SpecificIgE
34.0,3408.55810546875,12396.7001953125,100.251708984375,364.60882568359375,AbsoluteNeutrophilCount_Max_div_MeanCorpuscularHemoglobin_Max,0-2,SyguB7Fb_115_1,0,DerivativeVariables
26.0,1398.6622314453125,4588.6806640625,53.794700622558594,176.4877166748047,DogDander_Avg,0-2,SyguB7Fb_115_1,0,SpecificIgE
8.0,271.08575439453125,1573.3101806640625,33.885719299316406,196.6637725830078,Hematocrit_Max,0-2,SyguB7Fb_115_1,0,CommonBloodTest
8.0,137.21002197265625,512.1583251953125,17.15125274658203,64.01979064941406,FirstVisitAge_div_BasophilsPercentage_Avg,0-2,SyguB7Fb_115_1,0,DerivativeVariables
16.0,228.3302001953125,742.0557861328125,14.270637512207031,46.37848663330078,LymphocytesPercentage_Max,0-2,SyguB7Fb_115_1,0,CommonBloodTest
12.0,958.252685546875,2923.65380859375,79.8543930053711,243.6378173828125,Hematocrit_Min,0-2,SyguB7Fb_115_1,0,CommonBloodTest
42.0,2418.203369140625,11434.8583984375,57.576271057128906,272.258544921875,AbsoluteNeutrophilCount_Max_div_NeutrophilsPercentage_Max,0-2,SyguB7Fb_115_1,0,DerivativeVariables
7.0,305.4794921875,905.6213989257812,43.63992691040039,129.37448120117188,FirstVisitAge_div_LymphocytesPercentage_Max,0-2,SyguB7Fb_115_1,0,DerivativeVariables
15.0,286.63787841796875,842.8761596679688,19.10919189453125,56.19174575805664,WhiteBloodCellCount_Max_div_BasophilsPercentage_Avg,0-2,SyguB7Fb_115_1,0,DerivativeVariables
51.0,4888.61474609375,20710.697265625,95.85519409179688,406.0921020507813,MeanCorpuscularVolume_Max,0-2,SyguB7Fb_115_1,0,CommonBloodTest
4.0,104.95001983642578,403.89788818359375,26.237504959106445,100.97447204589844,MonocytesPercentage_Max,0-2,SyguB7Fb_115_1,0,CommonBloodTest
37.0,2386.735107421875,12525.6826171875,64.50635528564453,338.5319519042969,WhiteBloodCellCount_Max_div_FirstVisitAge,0-2,SyguB7Fb_115_1,0,DerivativeVariables
15.0,324.6204833984375,677.4989624023438,21.64136505126953,45.16659927368164,WhiteBloodCellCount_Max_div_CReactiveProtein_Min,0-2,SyguB7Fb_115_1,0,DerivativeVariables
17.0,332.2328491210937,954.0455322265624,19.543107986450195,56.12032699584961,MeanPlateletVolume_Min,0-2,SyguB7Fb_115_1,0,CommonBloodTest
8.0,159.15586853027344,1203.288818359375,19.89448356628418,150.41110229492188,FirstVisitAge_div_PlateletCount_Max,0-2,SyguB7Fb_115_1,0,DerivativeVariables
9.0,139.80133056640625,472.30267333984375,15.53348159790039,52.47807312011719,EosinophilsPercentage_Avg_div_BasophilsPercentage_Avg,0-2,SyguB7Fb_115_1,0,DerivativeVariables
17.0,611.2821655273438,2725.6865234375,35.9577751159668,160.33450317382812,MeanCorpuscularHemoglobinConcentration_Min,0-2,SyguB7Fb_115_1,0,CommonBloodTest
16.0,785.8737182617188,3958.042724609375,49.11710739135742,247.37767028808597,MeanCorpuscularVolume_Avg,0-2,SyguB7Fb_115_1,0,CommonBloodTest
18.0,433.5990905761719,1568.7567138671875,24.088838577270508,87.15315246582031,PlateletCount_Avg_div_NeutrophilsPercentage_Max,0-2,SyguB7Fb_115_1,0,DerivativeVariables
