Importance,total_gain,total_cover,gain,cover,Feature,group,param_id,sequence_ids,Feature_group
7.0,3.696739435195923,95.39697265625,0.528105616569519,13.628138542175291,Gender,0-2,VkOlLJjr_0_1,0,Clinical
32.0,19.912654876708984,1522.8299560546875,0.6222704648971558,47.58843612670898,Hematocrit_Avg,0-2,VkOlLJjr_0_1,0,CommonBloodTest
10.0,5.189572811126709,187.13882446289065,0.518957257270813,18.713882446289062,LymphocytesPercentage_Avg,0-2,VkOlLJjr_0_1,0,CommonBloodTest
16.0,9.394694328308104,406.8478698730469,0.5871683955192566,25.42799186706543,FirstVisitAge_div_NeutrophilsPercentage_Max,0-2,VkOlLJjr_0_1,0,DerivativeVariables
12.0,4.762943267822266,602.3665161132812,0.3969119489192962,50.197208404541016,EosinophilsPercentage_Avg_div_WhiteBloodCellCount_Max,0-2,VkOlLJjr_0_1,0,DerivativeVariables
38.0,29.414405822753903,1137.9652099609375,0.7740632891654968,29.946453094482425,EosinophilsPercentage_Avg_div_CReactiveProtein_Min,0-2,VkOlLJjr_0_1,0,DerivativeVariables
9.0,4.336958885192871,217.52716064453125,0.4818843305110931,24.16968536376953,MeanCorpuscularHemoglobinConcentration_Avg,0-2,VkOlLJjr_0_1,0,CommonBloodTest
5.0,3.016155242919922,376.17181396484375,0.6032310724258423,75.23435974121094,MonocytesPercentage_Avg,0-2,VkOlLJjr_0_1,0,CommonBloodTest
42.0,18.390548706054688,1276.634765625,0.4378702044486999,30.39606666564941,MeanPlateletVolume_Avg,0-2,VkOlLJjr_0_1,0,CommonBloodTest
13.0,6.053469657897949,1530.7957763671875,0.4656515121459961,117.75352478027344,FirstVisitAge_div_MeanCorpuscularHemoglobin_Max,0-2,VkOlLJjr_0_1,0,DerivativeVariables
2.0,0.7909741997718811,54.81066131591797,0.3954870998859405,27.405330657958984,TotalThyroxine_Avg,0-2,VkOlLJjr_0_1,0,ThyroidFunction
24.0,18.509916305541992,3389.62744140625,0.7712464928627014,141.23448181152344,MeanCorpuscularHemoglobin_Avg,0-2,VkOlLJjr_0_1,0,CommonBloodTest
57.0,48.60442733764648,1482.79736328125,0.8527092337608337,26.013988494873047,EosinophilsPercentage_Avg_div_LymphocytesPercentage_Max,0-2,VkOlLJjr_0_1,0,DerivativeVariables
58.0,51.534297943115234,1703.649169921875,0.8885223865509033,29.373262405395508,BasophilsPercentage_Avg_div_LymphocytesPercentage_Max,0-2,VkOlLJjr_0_1,0,DerivativeVariables
4.0,1.5734944343566897,516.9520263671875,0.3933736085891723,129.23800659179688,WhiteBloodCellCount_Max_div_EosinophilsPercentage_Max,0-2,VkOlLJjr_0_1,0,DerivativeVariables
27.0,17.205852508544922,490.8245239257813,0.6372538208961487,18.178686141967773,EosinophilsPercentage_Avg_div_FirstVisitAge,0-2,VkOlLJjr_0_1,0,DerivativeVariables
8.0,7.407934188842773,251.4695281982422,0.9259917736053468,31.433691024780277,RedCellDistributionWidthCV_Avg,0-2,VkOlLJjr_0_1,0,CommonBloodTest
1.0,0.7594473361968994,70.31217193603516,0.7594473361968994,70.31217193603516,EggWhite_Avg,0-2,VkOlLJjr_0_1,0,SpecificIgE
64.0,96.29999542236328,9850.0126953125,1.5046874284744265,153.9064483642578,AbsoluteNeutrophilCount_Max_div_MeanCorpuscularHemoglobin_Max,0-2,VkOlLJjr_0_1,0,DerivativeVariables
3.0,1.7398898601531982,167.22760009765625,0.5799632668495178,55.74253463745117,DogDander_Avg,0-2,VkOlLJjr_0_1,0,SpecificIgE
8.0,8.206892013549805,530.990234375,1.0258615016937256,66.373779296875,Hematocrit_Max,0-2,VkOlLJjr_0_1,0,CommonBloodTest
3.0,1.8407189846038816,96.79051208496094,0.6135730147361755,32.26350402832031,FirstVisitAge_div_BasophilsPercentage_Avg,0-2,VkOlLJjr_0_1,0,DerivativeVariables
1.0,1.0356264114379885,13.671298027038574,1.0356264114379885,13.671298027038574,LymphocytesPercentage_Max,0-2,VkOlLJjr_0_1,0,CommonBloodTest
29.0,28.759071350097656,3694.21728515625,0.9916921257972716,127.38680267333984,Hematocrit_Min,0-2,VkOlLJjr_0_1,0,CommonBloodTest
99.0,168.87542724609375,17120.1875,1.7058124542236328,172.93118286132812,AbsoluteNeutrophilCount_Max_div_NeutrophilsPercentage_Max,0-2,VkOlLJjr_0_1,0,DerivativeVariables
12.0,6.0820794105529785,397.60205078125,0.5068399310112,33.13350296020508,FirstVisitAge_div_LymphocytesPercentage_Max,0-2,VkOlLJjr_0_1,0,DerivativeVariables
