weight,total_gain,total_cover,gain,cover,feature
38.0,277.10797119140625,556871.0625,7.2923150062561035,14654.501953125,FirstVisitAge
22.0,37.269927978515625,6131.8134765625,1.6940876245498657,278.7187805175781,Gender
78.0,489.8650817871094,97345.6015625,6.2803215980529785,1248.0205078125,Hematocrit_Avg
69.0,318.492431640625,75098.234375,4.615832328796387,1088.3802490234375,LymphocytesPercentage_Avg
18.0,168.5204315185547,74325.5078125,9.3622465133667,4129.19482421875,FirstVisitAge_div_NeutrophilsPercentage_Max
119.0,12994.376953125,5040317.0,109.19644165039062,42355.60546875,EosinophilsPercentage_Avg_div_WhiteBloodCellCount_Max
67.0,4766.36181640625,2915552.75,71.13973236083984,43515.7109375,EosinophilsPercentage_Avg_div_CReactiveProtein_Min
19.0,385.1206970214844,195581.515625,20.26951026916504,10293.763671875,MeanCorpuscularHemoglobinConcentration_Avg
8.0,12.074600219726562,7097.87109375,1.5093250274658203,887.23388671875,MonocytesPercentage_Avg
32.0,686.631103515625,283976.03125,21.45722198486328,8874.2509765625,MeanPlateletVolume_Avg
12.0,130.4277801513672,28528.59765625,10.86898136138916,2377.383056640625,FirstVisitAge_div_MeanCorpuscularHemoglobin_Max
46.0,603.43359375,1966628.375,13.118121147155762,42752.7890625,TotalThyroxine_Avg
38.0,337.1558532714844,114288.953125,8.872522354125977,3007.60400390625,MeanCorpuscularHemoglobin_Avg
52.0,1110.897216796875,2498305.0,21.363407135009766,48044.328125,EosinophilsPercentage_Avg_div_LymphocytesPercentage_Max
31.0,539.440185546875,199210.171875,17.401296615600586,6426.134765625,ThyroidStimulatingHormone_Avg
15.0,202.57325744628906,77810.921875,13.504883766174316,5187.39501953125,BasophilsPercentage_Avg_div_LymphocytesPercentage_Max
5.0,23.457197189331055,7542.72705078125,4.691439628601074,1508.54541015625,ImmunoglobulinE_Avg
6.0,63.11433410644531,11450.0068359375,10.519055366516113,1908.33447265625,WhiteBloodCellCount_Max_div_EosinophilsPercentage_Max
17.0,45.64546203613281,8625.4345703125,2.6850271224975586,507.3785095214844,EosinophilsPercentage_Avg_div_FirstVisitAge
22.0,187.9091033935547,45905.921875,8.541322708129883,2086.6328125,RedCellDistributionWidthCV_Avg
13.0,202.26548767089844,107778.5859375,15.558883666992188,8290.66015625,EggWhite_Avg
8.0,125.5017318725586,74699.0,15.687716484069824,9337.375,AbsoluteNeutrophilCount_Max_div_MeanCorpuscularHemoglobin_Max
1.0,20.405181884765625,9067.005859375,20.405181884765625,9067.005859375,DogDander_Avg
13.0,198.41078186035156,86413.125,15.262368202209473,6647.16357421875,Hematocrit_Max
22.0,85.89933013916016,112456.4296875,3.904515027999878,5111.65576171875,FirstVisitAge_div_BasophilsPercentage_Avg
11.0,60.07160186767578,145665.078125,5.461054801940918,13242.2802734375,LymphocytesPercentage_Max
3.0,35.7216796875,11284.453125,11.9072265625,3761.484375,Hematocrit_Min
79.0,1995.3614501953125,478268.21875,25.257740020751953,6054.0283203125,AbsoluteNeutrophilCount_Max_div_NeutrophilsPercentage_Max
3.0,18.141544342041016,2813.16357421875,6.047181606292725,937.72119140625,FirstVisitAge_div_LymphocytesPercentage_Max
26.0,202.6455535888672,41993.828125,7.794059753417969,1615.147216796875,WhiteBloodCellCount_Max_div_BasophilsPercentage_Avg
10.0,92.79008483886719,32186.919921875,9.279008865356445,3218.69189453125,MeanCorpuscularVolume_Max
2.0,25.235198974609375,14442.568359375,12.617599487304688,7221.2841796875,MonocytesPercentage_Max
38.0,612.565673828125,148100.390625,16.120149612426758,3897.378662109375,WhiteBloodCellCount_Max_div_FirstVisitAge
67.0,1251.8228759765625,432954.59375,18.683923721313477,6462.0087890625,WhiteBloodCellCount_Max_div_CReactiveProtein_Min
37.0,1066.492431640625,440429.53125,28.824119567871094,11903.5009765625,MeanPlateletVolume_Min
28.0,830.23876953125,212284.109375,29.651384353637695,7581.5751953125,FirstVisitAge_div_PlateletCount_Max
4.0,33.99789810180664,6908.44775390625,8.49947452545166,1727.1119384765625,EosinophilsPercentage_Avg_div_BasophilsPercentage_Avg
4.0,37.053436279296875,6860.39404296875,9.263359069824219,1715.0985107421875,MeanCorpuscularHemoglobinConcentration_Min
5.0,151.65682983398438,57994.62109375,30.33136558532715,11598.923828125,MeanCorpuscularVolume_Avg
3.0,23.818878173828125,3259.298095703125,7.939626216888428,1086.4327392578125,FirstVisitAge_div_EosinophilsPercentage_Max
22.0,474.2908020019531,215553.921875,21.558671951293945,9797.9052734375,EosinophilsPercentage_Avg_div_CReactiveProtein_Avg
27.0,500.3992004394531,165387.65625,18.53330421447754,6125.46875,FirstVisitAge_div_PlateletCount_Min
51.0,904.516845703125,2171976.25,17.735624313354492,42587.76953125,LymphocytesPercentage_Min
1.0,8.469462394714355,570.3589477539062,8.469462394714355,570.3589477539062,PlateletCount_Avg
1.0,14.21588134765625,37052.03515625,14.21588134765625,37052.03515625,FirstVisitAge_div_AbsoluteNeutrophilCount_Max
4.0,96.87779235839844,32005.96484375,24.21944808959961,8001.4912109375,CReactiveProtein_Min_div_AbsoluteNeutrophilCount_Max
2.0,16.36684799194336,1333.327880859375,8.18342399597168,666.6639404296875,MeanPlateletVolume_Max
9.0,233.02940368652344,83973.1484375,25.89215660095215,9330.349609375,FirstVisitAge_div_CReactiveProtein_Min
27.0,412.5403747558594,147688.640625,15.27927303314209,5469.94970703125,WhiteBloodCellCount_Max_div_MeanCorpuscularHemoglobin_Max
6.0,139.8325653076172,43974.70703125,23.30542755126953,7329.11767578125,FirstVisitAge_div_PlateletCount_Avg
1.0,13.889633178710938,2886.083251953125,13.889633178710938,2886.083251953125,AbsoluteNeutrophilCount_Max_div_PlateletCount_Max
36.0,1204.004150390625,1550555.375,33.44456100463867,43070.984375,EosinophilsPercentage_Max_div_LymphocytesPercentage_Max
5.0,67.86876678466797,10156.630859375,13.573753356933594,2031.326171875,RedBloodCellCount_Avg
8.0,111.11653137207031,56412.1328125,13.889566421508789,7051.5166015625,MeanCorpuscularHemoglobin_Max_div_NeutrophilsPercentage_Max
3.0,34.88115692138672,12050.712890625,11.627052307128906,4016.904296875,PlateletDistributionWidth_Avg
5.0,71.42455291748047,16012.3681640625,14.284910202026367,3202.4736328125,EosinophilsPercentage_Avg_div_PlateletCount_Avg
10.0,251.0799102783203,66526.1484375,25.107990264892578,6652.61474609375,Hemoglobin_Avg
3.0,59.77406692504883,8164.69677734375,19.9246883392334,2721.565673828125,MeanCorpuscularHemoglobin_Max_div_LymphocytesPercentage_Max
11.0,140.14501953125,34229.99609375,12.740456581115723,3111.81787109375,WhiteBloodCellCount_Max_div_NeutrophilsPercentage_Max
13.0,186.15782165527344,96794.203125,14.319832801818848,7445.7080078125,AbsoluteLymphocyteCount_Avg
30.0,613.8179931640625,135433.5625,20.460599899291992,4514.4521484375,EosinophilCountAbsolute_Avg
2.0,23.391311645507812,8288.361328125,11.695655822753906,4144.1806640625,EosinophilsPercentage_Max_div_BasophilsPercentage_Avg
6.0,66.40878295898438,54764.3203125,11.068130493164062,9127.38671875,FirstVisitAge_div_CReactiveProtein_Avg
1.0,15.3583984375,2768.873291015625,15.3583984375,2768.873291015625,AbsoluteNeutrophilCount_Max_div_PlateletCount_Avg
2.0,23.396163940429688,6496.8046875,11.698081970214844,3248.40234375,PlateletCount_Avg_div_LymphocytesPercentage_Max
13.0,20.412303924560547,5279.8017578125,1.5701771974563599,406.13861083984375,WhiteBloodCellCount_Max_div_AbsoluteNeutrophilCount_Max
54.0,1589.114501953125,418157.46875,29.42804718017578,7743.65673828125,PlateletCount_Avg_div_PlateletCount_Min
19.0,220.21372985839844,55096.60546875,11.59019660949707,2899.8212890625,TotalTriiodothyronine_Avg
25.0,329.0469970703125,63028.92578125,13.161879539489746,2521.156982421875,EosinophilsPercentage_Avg_div_MeanCorpuscularHemoglobin_Max
21.0,325.3889465332031,221174.796875,15.494711875915527,10532.1328125,AbsoluteNeutrophilCount_Max_div_BasophilsPercentage_Avg
3.0,17.97467041015625,3350.5107421875,5.991556644439697,1116.8369140625,AbsoluteNeutrophilCount_Max_div_WhiteBloodCellCount_Avg
6.0,90.49103546142578,50516.12890625,15.081839561462402,8419.3544921875,AbsoluteLymphocyteCount_Min
2.0,14.712451934814453,3528.809814453125,7.356225967407227,1764.4049072265625,TotalTriiodothyronine_Min
4.0,81.38116455078125,28719.421875,20.345291137695312,7179.85546875,WhiteBloodCellCount_Max_div_CReactiveProtein_Avg
20.0,114.57437133789062,290978.34375,5.7287187576293945,14548.9169921875,PlateletCount_Avg_div_BasophilsPercentage_Avg
13.0,217.90269470214844,81877.4140625,16.76174545288086,6298.2626953125,WhiteBloodCellCount_Avg_div_MeanCorpuscularHemoglobin_Max
39.0,572.029052734375,82407.390625,14.667411804199219,2113.010009765625,WhiteBloodCellCount_Max_div_PlateletCount_Min
1.0,10.081390380859375,3471.619140625,10.081390380859375,3471.619140625,CReactiveProtein_Min_div_PlateletCount_Avg
9.0,64.47340393066406,12045.6298828125,7.1637115478515625,1338.4033203125,BasophilsPercentage_Avg_div_NeutrophilsPercentage_Max
17.0,238.66238403320312,728022.375,14.038963317871094,42824.84375,NeutrophilsPercentage_Avg
2.0,20.77460479736328,7084.5048828125,10.38730239868164,3542.25244140625,CIndU
9.0,139.83351135253906,71452.90625,15.537056922912598,7939.2119140625,WhiteBloodCellCount_Max_div_LymphocytesPercentage_Max
13.0,165.38475036621094,27954.365234375,12.721903800964355,2150.335693359375,MeanCorpuscularHemoglobin_Max_div_BasophilsPercentage_Avg
3.0,29.08123779296875,94712.5234375,9.693745613098145,31570.841796875,RedCellDistributionWidth_Avg
6.0,54.982208251953125,12264.837890625,9.163701057434082,2044.1396484375,PlateletCount_Max
46.0,351.32464599609375,135590.3125,7.6374921798706055,2947.615478515625,MeanCorpuscularHemoglobin_Min
14.0,48.923099517822266,65327.05859375,3.494507074356079,4666.21826171875,EosinophilsPercentage_Min
10.0,73.03319549560547,8739.23046875,7.303319454193115,873.9230346679688,RedCellDistributionWidthCV_Max
7.0,148.0139617919922,37518.3984375,21.144851684570312,5359.77099609375,NeutrophilsPercentage_Min
15.0,146.1717071533203,23371.525390625,9.744780540466309,1558.1016845703125,MeanCorpuscularHemoglobin_Max_div_PlateletCount_Max
33.0,871.3695678710938,241439.328125,26.40513801574707,7316.34326171875,MeanCorpuscularHemoglobin_Max_div_PlateletCount_Min
45.0,411.08758544921875,1107818.875,9.135279655456543,24618.197265625,MeanCorpuscularHemoglobin_Max
14.0,147.85467529296875,23505.275390625,10.56104850769043,1678.9482421875,MeanCorpuscularHemoglobinConcentration_Max
2.0,39.34368896484375,4750.080078125,19.671844482421875,2375.0400390625,FreeThyroxine_Avg
8.0,86.10823059082031,47620.26953125,10.763528823852539,5952.53369140625,EosinophilCountAbsolute_Max
7.0,60.289215087890625,15285.0947265625,8.61274528503418,2183.5849609375,WhiteBloodCellCount_Avg_div_PlateletCount_Min
3.0,35.36115264892578,14400.4736328125,11.7870512008667,4800.15771484375,RedCellDistributionWidthCV_Min
2.0,22.8707275390625,2680.3681640625,11.43536376953125,1340.18408203125,EosinophilsPercentage_Avg_div_PlateletCount_Max
6.0,58.5526123046875,95181.78125,9.758769035339355,15863.6298828125,EosinophilsPercentage_Avg_div_EosinophilsPercentage_Max
1.0,3.7445526123046875,473.228515625,3.7445526123046875,473.228515625,EosinophilsPercentage_Max_div_PlateletCount_Max
8.0,59.17143630981445,14324.060546875,7.396429538726807,1790.507568359375,CentromereProteinB_Avg
