weight,total_gain,total_cover,gain,cover,feature
1.0,7.171951770782471,471.8457946777344,7.171951770782471,471.8457946777344,FirstVisitAge
1.0,3.19403338432312,257.2828369140625,3.19403338432312,257.2828369140625,Gender
22.0,348.6958923339844,49943.796875,15.849813461303711,2270.172607421875,Hematocrit_Avg
3.0,48.07723617553711,34781.57421875,16.025745391845703,11593.8583984375,LymphocytesPercentage_Avg
18.0,313.2111511230469,59283.0,17.400619506835938,3293.5,FirstVisitAge_div_NeutrophilsPercentage_Max
57.0,10168.0166015625,2078302.375,178.38626098632812,36461.4453125,EosinophilsPercentage_Avg_div_WhiteBloodCellCount_Max
46.0,5356.87451171875,1786442.25,116.45379638671875,38835.69921875,EosinophilsPercentage_Avg_div_CReactiveProtein_Min
14.0,344.1954650878906,58111.88671875,24.585390090942383,4150.84912109375,MeanCorpuscularHemoglobinConcentration_Avg
2.0,58.906864166259766,12208.0615234375,29.453432083129883,6104.03076171875,MonocytesPercentage_Avg
15.0,468.45953369140625,90549.0078125,31.230634689331055,6036.6005859375,MeanPlateletVolume_Avg
4.0,42.82797622680664,3663.2451171875,10.70699405670166,915.811279296875,FirstVisitAge_div_MeanCorpuscularHemoglobin_Max
26.0,792.6051025390625,538312.3125,30.484811782836914,20704.3203125,TotalThyroxine_Avg
5.0,103.03935241699219,71428.8046875,20.60787010192871,14285.7607421875,MeanCorpuscularHemoglobin_Avg
26.0,1067.5526123046875,906987.625,41.059715270996094,34884.140625,EosinophilsPercentage_Avg_div_LymphocytesPercentage_Max
3.0,138.5437469482422,53453.015625,46.18124771118164,17817.671875,ThyroidStimulatingHormone_Avg
18.0,310.1719970703125,48382.78125,17.23177719116211,2687.932373046875,BasophilsPercentage_Avg_div_LymphocytesPercentage_Max
5.0,54.38522720336914,6530.3134765625,10.877045631408691,1306.062744140625,WhiteBloodCellCount_Max_div_EosinophilsPercentage_Max
3.0,65.01171875,7336.546875,21.67057228088379,2445.515625,RedCellDistributionWidthCV_Avg
1.0,20.315673828125,5556.8740234375,20.315673828125,5556.8740234375,EggWhite_Avg
7.0,194.8675079345703,33187.4765625,27.838214874267578,4741.06787109375,AbsoluteNeutrophilCount_Max_div_MeanCorpuscularHemoglobin_Max
11.0,196.5459747314453,81919.8203125,17.867815017700195,7447.25634765625,Hematocrit_Max
3.0,80.36204528808594,15905.9072265625,26.7873477935791,5301.96923828125,FirstVisitAge_div_BasophilsPercentage_Avg
13.0,248.031005859375,304687.6875,19.079307556152344,23437.513671875,LymphocytesPercentage_Max
