Importance,total_gain,total_cover,gain,cover,Feature,group,param_id,sequence_ids,Feature_group
6.0,5.00860595703125,8330.85546875,0.8347676396369934,1388.4759521484375,FirstVisitAge,0-2,ZpoUyrIC_1414_1,0,Clinical
4.0,4.153972625732422,1869.28076171875,1.0384931564331057,467.3201904296875,Hematocrit_Avg,0-2,ZpoUyrIC_1414_1,0,CommonBloodTest
7.0,7.739140510559082,26691.2109375,1.1055915355682373,3813.030029296875,Hematocrit_Max,0-2,ZpoUyrIC_1414_1,0,CommonBloodTest
2.0,4.304800033569336,10083.576171875,2.152400016784668,5041.7880859375,Hematocrit_Min,0-2,ZpoUyrIC_1414_1,0,CommonBloodTest
26.0,37.11388397216797,16309.94921875,1.4274570941925049,627.3057250976562,LymphocytesPercentage_Avg,0-2,ZpoUyrIC_1414_1,0,CommonBloodTest
8.0,18.753646850585938,45301.3984375,2.344205856323242,5662.6748046875,LymphocytesPercentage_Max,0-2,ZpoUyrIC_1414_1,0,CommonBloodTest
11.0,17.539899826049805,11781.1044921875,1.594536304473877,1071.009521484375,LymphocytesPercentage_Min,0-2,ZpoUyrIC_1414_1,0,CommonBloodTest
9.0,17.310483932495117,22527.048828125,1.923387050628662,2503.00537109375,NeutrophilsPercentage_Avg,0-2,ZpoUyrIC_1414_1,0,CommonBloodTest
10.0,14.33133316040039,20274.150390625,1.4331333637237549,2027.4150390625,NeutrophilsPercentage_Max,0-2,ZpoUyrIC_1414_1,0,CommonBloodTest
2.0,2.974367618560791,7293.56982421875,1.4871838092803955,3646.784912109375,NeutrophilsPercentage_Min,0-2,ZpoUyrIC_1414_1,0,CommonBloodTest
1.0,2.134464263916016,3952.2021484375,2.134464263916016,3952.2021484375,MonocytesPercentage_Avg,0-2,ZpoUyrIC_1414_1,0,CommonBloodTest
1.0,2.5099334716796875,8390.59765625,2.5099334716796875,8390.59765625,MonocytesPercentage_Max,0-2,ZpoUyrIC_1414_1,0,CommonBloodTest
3.0,8.834602355957031,4409.82568359375,2.9448673725128174,1469.94189453125,MonocytesPercentage_Min,0-2,ZpoUyrIC_1414_1,0,CommonBloodTest
12.0,14.685667037963867,24893.22265625,1.223805546760559,2074.435302734375,MeanCorpuscularHemoglobinConcentration_Avg,0-2,ZpoUyrIC_1414_1,0,CommonBloodTest
4.0,3.425845146179199,8596.82421875,0.8564612865447998,2149.2060546875,MeanCorpuscularHemoglobinConcentration_Max,0-2,ZpoUyrIC_1414_1,0,CommonBloodTest
9.0,17.21352767944336,20366.98046875,1.912614226341248,2262.997802734375,MeanCorpuscularHemoglobinConcentration_Min,0-2,ZpoUyrIC_1414_1,0,CommonBloodTest
10.0,19.107452392578125,19729.77734375,1.9107452630996704,1972.977783203125,PlateletCount_Avg,0-2,ZpoUyrIC_1414_1,0,CommonBloodTest
4.0,2.795722007751465,3615.890380859375,0.6989305019378662,903.9725952148438,PlateletCount_Max,0-2,ZpoUyrIC_1414_1,0,CommonBloodTest
16.0,38.19915390014648,38836.16015625,2.3874471187591557,2427.260009765625,PlateletCount_Min,0-2,ZpoUyrIC_1414_1,0,CommonBloodTest
8.0,12.378372192382812,13306.1328125,1.5472965240478516,1663.2666015625,WhiteBloodCellCount_Avg,0-2,ZpoUyrIC_1414_1,0,CommonBloodTest
9.0,10.316597938537598,8279.20703125,1.1462886333465576,919.911865234375,WhiteBloodCellCount_Max,0-2,ZpoUyrIC_1414_1,0,CommonBloodTest
11.0,13.346506118774414,7120.5849609375,1.2133187055587769,647.325927734375,WhiteBloodCellCount_Min,0-2,ZpoUyrIC_1414_1,0,CommonBloodTest
18.0,54.15934371948242,160024.671875,3.008852481842041,8890.259765625,MeanCorpuscularHemoglobin_Avg,0-2,ZpoUyrIC_1414_1,0,CommonBloodTest
6.0,12.186251640319824,30129.904296875,2.0310418605804443,5021.65087890625,MeanCorpuscularHemoglobin_Max,0-2,ZpoUyrIC_1414_1,0,CommonBloodTest
16.0,43.806400299072266,115805.65625,2.7379000186920166,7237.853515625,MeanCorpuscularHemoglobin_Min,0-2,ZpoUyrIC_1414_1,0,CommonBloodTest
