Importance,total_gain,total_cover,gain,cover,Feature,sequence_ids,param_id,group,Feature_group
156.0,571.0618286132812,475576.875,3.6606526374816895,3048.56982421875,FirstVisitAge,2,2,all,Clinical
34.0,71.41925048828125,7765.1787109375,2.1005661487579346,228.3876037597656,Gender,2,2,all,Clinical
164.0,1209.6368408203125,287004.09375,7.375834465026855,1750.02490234375,Hematocrit_Avg,2,2,all,CommonBloodTest
129.0,637.5313720703125,306961.71875,4.942103862762451,2379.548095703125,LymphocytesPercentage_Avg,2,2,all,CommonBloodTest
99.0,891.6787719726562,629533.875,9.006855964660645,6358.92822265625,FirstVisitAge_div_NeutrophilsPercentage_Max,2,2,all,DerivativeVariables
142.0,12643.11328125,5098232.5,89.0360107421875,35903.046875,EosinophilsPercentage_Avg_div_WhiteBloodCellCount_Max,2,2,all,DerivativeVariables
149.0,10271.892578125,6442394.5,68.93887329101562,43237.546875,EosinophilsPercentage_Avg_div_CReactiveProtein_Min,2,2,all,DerivativeVariables
103.0,1139.5291748046875,362620.625,11.063389778137209,3520.588623046875,MeanCorpuscularHemoglobinConcentration_Avg,2,2,all,CommonBloodTest
43.0,251.32583618164065,65742.859375,5.844787120819092,1528.9036865234375,MonocytesPercentage_Avg,2,2,all,CommonBloodTest
83.0,1177.814453125,382477.0,14.19053554534912,4608.15673828125,MeanPlateletVolume_Avg,2,2,all,CommonBloodTest
47.0,467.9551696777344,96879.0859375,9.956493377685549,2061.257080078125,FirstVisitAge_div_MeanCorpuscularHemoglobin_Max,2,2,all,DerivativeVariables
89.0,1179.779296875,2757769.0,13.25594711303711,30986.16796875,TotalThyroxine_Avg,2,2,all,ThyroidFunction
76.0,763.2792358398438,531202.6875,10.043148040771484,6989.50927734375,MeanCorpuscularHemoglobin_Avg,2,2,all,CommonBloodTest
78.0,1494.7987060546875,2844848.75,19.164085388183597,36472.41796875,EosinophilsPercentage_Avg_div_LymphocytesPercentage_Max,2,2,all,DerivativeVariables
48.0,548.1408081054688,557646.5625,11.419600486755373,11617.63671875,ThyroidStimulatingHormone_Avg,2,2,all,ThyroidFunction
110.0,1091.334228515625,271103.40625,9.921219825744627,2464.576416015625,BasophilsPercentage_Avg_div_LymphocytesPercentage_Max,2,2,all,DerivativeVariables
10.0,41.36488723754883,10206.474609375,4.136488914489746,1020.6474609375,ImmunoglobulinE_Avg,2,2,all,Immunity
