weight,total_gain,total_cover,gain,cover,feature
6.0,205.0406494140625,118833.5,34.17344284057617,19805.583984375,index
3.0,71.04124450683594,31638.0,23.6804141998291,10546.0,FirstVisitAge
16.0,456.2245788574219,494369.625,28.514036178588867,30898.1015625,Hematocrit_Avg
30.0,973.47021484375,840562.0625,32.44900894165039,28018.736328125,Hematocrit_Min
24.0,579.000732421875,659354.375,24.125030517578125,27473.099609375,LymphocytesPercentage_Avg
9.0,189.61483764648438,147527.0,21.068315505981445,16391.888671875,LymphocytesPercentage_Max
45.0,1322.502197265625,3474381.0,29.38893699645996,77208.46875,LymphocytesPercentage_Min
8.0,200.30763244628906,243226.59375,25.038454055786133,30403.32421875,NeutrophilsPercentage_Avg
63.0,2857.817138671875,5346931.0,45.36217498779297,84871.921875,NeutrophilsPercentage_Max
4.0,89.9930419921875,116332.9921875,22.498260498046875,29083.248046875,NeutrophilsPercentage_Min
10.0,169.05857849121094,562891.0625,16.90585708618164,56289.10546875,MonocytesPercentage_Min
1.0,16.01708984375,13021.3798828125,16.01708984375,13021.3798828125,MeanCorpuscularHemoglobinConcentration_Avg
1.0,20.2523193359375,10188.71484375,20.2523193359375,10188.71484375,MeanCorpuscularHemoglobinConcentration_Max
5.0,79.52682495117188,339412.21875,15.905364990234375,67882.4453125,PlateletCount_Avg
2.0,27.144775390625,126000.3125,13.5723876953125,63000.15625,PlateletCount_Max
1.0,12.2005615234375,10508.5693359375,12.2005615234375,10508.5693359375,PlateletCount_Min
35.0,1023.9349975585938,2352097.25,29.255285263061523,67202.78125,WhiteBloodCellCount_Avg
37.0,812.9588623046875,2092912.5,21.971860885620117,56565.203125,WhiteBloodCellCount_Max
6.0,173.63925170898438,81714.9296875,28.93987464904785,13619.1552734375,WhiteBloodCellCount_Min
7.0,149.71871948242188,495852.5625,21.38838768005371,70836.078125,RedBloodCellCount_Avg
3.0,70.30532836914062,214842.8125,23.435110092163086,71614.2734375,RedBloodCellCount_Max
6.0,168.50732421875,153404.03125,28.08455467224121,25567.337890625,RedBloodCellCount_Min
34.0,968.3097534179688,1068101.125,28.479698181152344,31414.73828125,Hemoglobin_Avg
11.0,307.7945251464844,353461.53125,27.981321334838867,32132.8671875,Hemoglobin_Min
101.0,9847.2021484375,10295292.0,97.4970474243164,101933.5859375,EosinophilsPercentage_Avg
77.0,5839.4013671875,7253859.0,75.83638000488281,94205.9609375,EosinophilsPercentage_Max
72.0,5805.4638671875,7253637.0,80.63143920898438,100744.9609375,EosinophilsPercentage_Min
36.0,791.8768920898438,2766589.0,21.996580123901367,76849.6953125,BasophilsPercentage_Avg
13.0,235.51052856445312,959283.6875,18.116193771362305,73791.0546875,BasophilsPercentage_Max
6.0,143.919189453125,619102.625,23.98653221130371,103183.7734375,BasophilsPercentage_Min
49.0,2593.992431640625,4113340.75,52.938621520996094,83945.7265625,AbsoluteNeutrophilCount_Avg
75.0,3600.26318359375,4877116.0,48.003509521484375,65028.21484375,AbsoluteNeutrophilCount_Max
37.0,1569.45947265625,2954549.0,42.417823791503906,79852.671875,AbsoluteNeutrophilCount_Min
12.0,424.6275634765625,384088.90625,35.3856315612793,32007.408203125,AbsoluteMonocyteCount_Avg
5.0,153.96539306640625,178446.828125,30.793079376220703,35689.3671875,AbsoluteMonocyteCount_Max
10.0,243.68807983398438,722129.4375,24.36880874633789,72212.9453125,AbsoluteMonocyteCount_Min
